text,label
Search for water bottle,search
I owe Emma 1000 rupees,save
Where is the earphones?,search
My Amazon PIN is 4321,save
Have I saved anything about car keys?,search
Does Sarah owe me money?,search
I have call next week,save
Test.,unclear
QUICKLY I WANT TO CANCEL ALL REMINDERS PLEASE,cancel_all
wow.,unclear
Stop all recurring reminders please,cancel_all
Reminder in 60 min to study,reminder
Please.,unclear
After 15 hr remind me to wake up,reminder
stop reminding me to exercise,cancel_specific
MY.,unclear
Just clear all pending reminders,cancel_all
can you cancel all pending reminders now,cancel_all
I want to cancel the bills reminder,cancel_specific
could you turn off all pending reminders,cancel_all
Do you know where my house keys is?,search
thanks?,unclear
remove my walk reminder,cancel_specific
meh.,unclear
EHH!,unclear
quickly remove every reminder,cancel_all
My address is 78902830,save
MHM!,unclear
how?,unclear
Ok!,unclear
Tell me about charger,search
My address is 78901694,save
can you remove the break reminder,cancel_specific
passport is in the living room,save
stop workout reminder,cancel_specific
stop meditation reminder,cancel_specific
I left my jacket on the front pocket,save
Where can I find my notebook?,search
just please stop all reminders for me,cancel_all
feed the pet reminder,reminder
PLEASE CANCEL ALL NOTIFICATIONS FOR ME,cancel_all
What is my Gmail PIN?,search
OK,unclear
when?.,unclear
remove daily reminder,cancel_specific
I borrowed the earphones from Mike,save
Sarah owes me 1000,save
could you i want to cancel all my reminders for me,cancel_all
take vitamins after 45 minute,reminder
In 60 hours remind me to eat breakfast,reminder
My interview is at 2pm,save
Give me the YouTube PIN,search
i need to stop all active reminders please,cancel_all
Reminder at 1pm to charge phone,reminder
PASS.,unclear
I WANT TO TURN OFF EVERYTHING,cancel_all
The book is in the garage,save
AN!,unclear
Just can you delete all reminders please,cancel_all
Every 3 hrs charge phone,reminder
Every 3 hr meditate,reminder
Password for PhonePe is pass@123,save
Remind me at 1pm to buy groceries,reminder
The headphones is in the bottom drawer,save
WHAT'S UP.,unclear
WHAT'S UP,unclear
HMM!,unclear
Remind me every 10 mins to call dad,reminder
Just delete all of them for me,cancel_all
Remember that deadline is on Monday,save
I NEED TO CLEAR ALL ACTIVE REMINDERS NOW,cancel_all
Remember where my passport is?,search
Remember where my notebook is?,search
I want to remove the daily reminder,cancel_specific
delete my daily reminder,cancel_specific
uh huh!,unclear
PLEASE TURN OFF EVERY SINGLE REMINDER RIGHT NOW,cancel_all
remove the email reminder,cancel_specific
HMMMM?,unclear
My bike keys is on the locker,save
Where is my debit card?,search
The code for Gmail is letmein,save
check email at 5am,reminder
My keys is in the locker,save
My flight is on Friday,save
I lent 100 to Lisa,save
What is boss's number?,search
I'd like to cancel the break reminder,cancel_specific
I need a reminder to eat breakfast,reminder
Where did I put my passport?,search
Give me my home WiFi password,search
I don't need the study reminder,cancel_specific
I kept my umbrella in the cabinet,save
just turn off every reminder immediately,cancel_all
Have I saved anything about phone?,search
Every 20 hours walk around,reminder
Set alarm for 5pm to check email,reminder
GET,unclear
I parked my tablet in dining table,save
Search for my iPad,search
I need to can you clear all reminders please,cancel_all
Where are my passport?,search
remove my wake up reminder,cancel_specific
Help me find my umbrella,search
please cancel stretch reminder,cancel_specific
Note that exam is tomorrow,save
!!!.,unclear
20 hrs reminder to meditate,reminder
please cancel walk reminder,cancel_specific
Reminder in 1 minutes to feed the pet,reminder
Can you i want to turn off all my reminders right now,cancel_all
Nice.,unclear
Can you clear all of them please,cancel_all
I need to find my bike keys,search
Can you end all reminders now,cancel_all
PIN for Facebook is 2468,save
Can you find my glasses?,search
Where did I put my medicine?,search
It,unclear
My keys is in the table,save
I gave my phone to dad,save
dad owes me 500,save
Recurring reminder every 20 hr to buy groceries,reminder
Reminder at 5am to take a break,reminder
Did I save wallet?,search
Search jacket,search
Look for my documents,search
I parked my water bottle in car,save
STOP ALL MY REMINDERS NOW,cancel_all
put!,unclear
I NEED TO I WANT TO TURN OFF ALL REMINDERS RIGHT NOW,cancel_all
i want to please stop all my reminders,cancel_all
Cancel all alarms for me,cancel_all
study every 3 min,reminder
no more gym reminder,cancel_specific
quickly delete all scheduled reminders immediately,cancel_all
Do you know where my umbrella is?,search
I want to remove the evening reminder,cancel_specific
Where did I put my remote?,search
Every 45 minutes remind me to check email,reminder
QUICKLY STOP EVERYTHING RIGHT NOW,cancel_all
Find the backpack,search
GOOD MORNING,unclear
Quickly stop all alarms right now,cancel_all
IT,unclear
OKAY!,unclear
Sarah owes me 500,save
I'd like to stop the walk reminder,cancel_specific
Note that call is on Monday,save
Every 1 min remind me to buy groceries,reminder
quickly cancel every single reminder for me,cancel_all
cancel break reminder,cancel_specific
wake up reminder,reminder
remove evening reminder,cancel_specific
Quickly get rid of all my reminders,cancel_all
Reminder in 10 mins to drink water,reminder
What is my Instagram password?,search
Do you know where my credit card is?,search
PIN for Facebook is 1234,save
deactivate workout reminder,cancel_specific
Quickly get rid of all my reminders please,cancel_all
Wallet,unclear
My sister's phone number is 13575757,save
Whatever.,unclear
i want to turn off everything now,cancel_all
what?.,unclear
Every 15 hours stretch,reminder
My mom's phone number is 13577029,save
please remove evening reminder,cancel_specific
I borrowed the house keys from dad,save
I left my glasses on the nightstand,save
2 hrs reminder to read,reminder
please I want to cancel all my reminders,cancel_all
Find my documents,search
cancel that sleep reminder,cancel_specific
What's Netflix password?,search
I left my keyboard on the counter,save
Find where I put my wallet,search
Yep,unclear
cancel the reminder to pay bills,cancel_specific
sleep in 10 hours,reminder
My Amazon PIN is 7890,save
Stop all of them please,cancel_all
safe PIN is 4321,save
I stored my water bottle in the office,save
Repeat reminder to study every 60 hrs,reminder
Can you stop every single reminder,cancel_all
The garage password is letmein,save
Did I put keys somewhere?,search
I'd like to cancel the workout reminder,cancel_specific
I'd like to stop the lunch reminder,cancel_specific
Remind me every 2 hrs to stand up,reminder
drink water at 10am,reminder
I borrowed the water bottle from Mike,save
Do I have keyboard?,search
stop my vitamins reminder,cancel_specific
Search phone,search
Search mouse,search
Note that flight is at 10am,save
Where did I store my car keys?,search
stop that water reminder,cancel_specific
I have train on Monday,save
Mhm.,unclear
My boss's number is 24689980,save
My office WiFi password is qwerty,save
What's the PIN for bank?,search
Quickly remove all reminders please,cancel_all
Do I have car keys?,search
Remind me every 2 hours to clean room,reminder
colleague has my umbrella,save
Find the tablet,search
BLAH!,unclear
Don't forget flight is at 10am,save
clean room reminder every 20 hours,reminder
Cool!,unclear
Reminder in 15 hour to feed the pet,reminder
delete my reminder to pay bills,cancel_specific
Did I put power bank somewhere?,search
Find my passport,search
Do you have info about purse?,search
My phone PIN is 7890,save
clean room at 7am,reminder
turn off the bills reminder,cancel_specific
i want to cancel all scheduled reminders,cancel_all
really?,unclear
Do I have water bottle?,search
At 5pm remind me to feed the pet,reminder
The code for WiFi is test1234,save
I want to cancel the water reminder,cancel_specific
I want to delete the gym reminder,cancel_specific
can you delete the evening reminder,cancel_specific
Do you have info about cable?,search
Sure,unclear
I have flight tomorrow,save
stop that hydration reminder,cancel_specific
can you delete the lunch reminder,cancel_specific
Xyz.,unclear
What's my office WiFi password?,search
How are you,unclear
check email in 2 minutes,reminder
PLEASE PLEASE DELETE ALL MY REMINDERS FOR ME,cancel_all
The train is next week,save
What is my laptop PIN?,search
My meeting is tomorrow,save
My Gmail password is secret456,save
Remind me at 5pm to exercise,reminder
Quickly can you clear all my reminders right now,cancel_all
REALLY?!,unclear
What's the PIN for door?,search
a.,unclear
The keyboard is in the top shelf,save
Omg?,unclear
turn off my daily reminder,cancel_specific
CAN YOU TURN OFF ALL REMINDERS RIGHT NOW,cancel_all
What's email password?,search
My flight is at 5pm,save
Remind me to water the plants after 3 minutes,reminder
I need to can you stop all my reminders,cancel_all
turn off the stretch reminder,cancel_specific
stop reminding me to eat lunch,cancel_specific
delete my posture reminder,cancel_specific
Just can you stop all my reminders for me,cancel_all
I left my sunglasses on the safe,save
Where did I keep my mouse?,search
just please stop all reminders now,cancel_all
stop reminding me about sleep,cancel_specific
aaa,unclear
I put my debit card in the drawer,save
GPay password is secret456,save
no more yoga reminder,cancel_specific
Where are the keyboard?,search
go to gym every 2 hours,reminder
My?,unclear
I'm tired,unclear
GOT IT?,unclear
Note that meeting is on Friday,save
cancel the reading reminder,cancel_specific
QUICKLY STOP EVERY REMINDER PLEASE,cancel_all
safe PIN is 7890,save
Recurring reminder every 30 hour to stand up,reminder
I NEED TO I WANT TO REMOVE ALL REMINDERS NOW,cancel_all
Where have I put my tablet?,search
take medicine at 3pm,reminder
I need to remove every single reminder now,cancel_all
Set a reminder to water the plants,reminder
Amazon PIN is 1357,save
Give me the Instagram PIN,search
turn off my grocery reminder,cancel_specific
AAA!,unclear
My charger is on the wardrobe,save
COULD YOU CANCEL ALL RECURRING REMINDERS PLEASE,cancel_all
I want to just turn off all reminders please,cancel_all
Please stop everything immediately,cancel_all
exercise at 1pm,reminder
Did I put water bottle somewhere?,search
no more rent reminder,cancel_specific
please remove all alarms for me,cancel_all
Uh?,unclear
remove my rent reminder,cancel_specific
stop the reminder to call mom,cancel_specific
The class is tomorrow,save
can you just delete all my reminders please,cancel_all
stop my workout reminder,cancel_specific
i want to turn off all alarms right now,cancel_all
Where is the sunglasses?,search
i see?,unclear
My camera is on the counter,save
call dad in 10 minutes,reminder
cancel my reminder to pay bills,cancel_specific
Where's the keys?,search
I WANT TO PLEASE CLEAR ALL MY REMINDERS RIGHT NOW,cancel_all
QUICKLY PLEASE DELETE ALL REMINDERS NOW,cancel_all
please remove all the reminders now,cancel_all
Tell me where my backpack is,search
What is my Facebook password?,search
why?.,unclear
Reminder at 7pm to take a break,reminder
can you turn off all scheduled reminders now,cancel_all
colleague's phone number is 43214668,save
Where is?,unclear
I NEED TO TURN OFF ALL PENDING REMINDERS NOW,cancel_all
How?,unclear
CAN YOU CAN YOU DELETE ALL REMINDERS RIGHT NOW,cancel_all
I want to delete the walk reminder,cancel_specific
Search for TV remote,search
What was the locker password?,search
Can you,unclear
turn off the exercise reminder,cancel_specific
wake up reminder every 30 mins,reminder
Search book,search
please remove bills reminder,cancel_specific
fine?,unclear
sleep every 5 min,reminder
no more hydration reminder,cancel_specific
